Series,PBG,PBU,PBU_1,PBU_2,Focus/DR Flag,Pricing/Lead Time PM,Technical PM
XP233,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP234,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP253,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP261,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP2N0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP2N1,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP2P0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP370,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP383,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3C0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3N0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3N1,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3N2,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3N5,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3N9,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3NA,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3P0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3P3,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3P7,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP3R3,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP402,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP406,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP407,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP445,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP450,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP4N2,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP4N4,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP4NA,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP4P0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP50A,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP60A,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP60P,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP60S,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP65A,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP65S,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP667,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP6A0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP6N0,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP6NA,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP6P2,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP70S,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP83T,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP8NA,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP945,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP956,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XP957,OTHER,XSEMI,Power Device,MOSFETs,Yes,David Sung,Chris Chuang
XS450,OTHER,XSEMI,Power Management,LED Drivers,No,David Sung,Chris Chuang
D2Q72,OTHER,OTHERS,OTHERS,OTHERS,No,,
TBA1K,OTHER,OTHERS,OTHERS,OTHERS,No,,
TBH20,OTHER,OTHERS,OTHERS,OTHERS,No,,
TBQ37,OTHER,OTHERS,OTHERS,OTHERS,No,,
W8031,OTHER,OTHERS,OTHERS,OTHERS,No,,
W8043,OTHER,OTHERS,OTHERS,OTHERS,No,,
W8102,OTHER,OTHERS,OTHERS,OTHERS,No,,
W8140,OTHER,OTHERS,OTHERS,OTHERS,No,,
W8141,OTHER,OTHERS,OTHERS,OTHERS,No,,
1.0SM,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
1.5AS,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
1.5KE,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
1.5SM,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
101KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
101KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
101KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
101KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
102KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
102KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
112KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
112KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
121KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
121KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
121KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
122KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
122KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
142KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
142KR,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
151KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
151KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
152KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
15KPA,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
162KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
162KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
180KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
180KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
181KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
181KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
182KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
1N400,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
1N414,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
201KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
201KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
201KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
20KPA,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
220KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
220KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
221KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
221KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
221KN,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
241KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
241KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
241KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
241KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
241KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
270KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
271KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
271KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
271KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
271KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
271KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RE09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH14,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH16,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH20,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH25,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH27,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH30,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH35,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH36,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RH45,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK07,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK10,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK12,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK14,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK16,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK18,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK20,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK23,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK25,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK27,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK30,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK35,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK36,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK40,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK47,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK60,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RK80,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL07,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL10,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL12,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL14,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL15,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL16,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL20,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL23,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL25,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL30,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL35,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL40,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL47,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL60,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RL80,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM07,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM10,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM12,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM14,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM15,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM16,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM23,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM25,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM30,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM35,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM40,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM47,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM60,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM70,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RM80,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP07,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP10,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP14,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP15,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP23,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP35,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP40,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP47,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP60,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
2RP80,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3.0SM,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
301KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
301KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
30KPA,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
330KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
330KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
331KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
331KE,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
331KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
361KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
361KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
361KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
361KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
361KN,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
361KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
370M2,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
370M3,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
370M4,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
370M7,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
390KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
390KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
390KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
391KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
391KE,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
391KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
391KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
391KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
391KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3KP15,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3KP16,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3KP21,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3KP26,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3KP30,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3KP33,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3KP8.,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RK80,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL07,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL10,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL15,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL23,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL30,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL35,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL47,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RL60,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM07,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM15,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM20,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM23,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM30,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM35,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM47,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM60,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RM80,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP07,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP09,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP15,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP23,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP35,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP40,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP47,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP60,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
3RP80,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
431KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
431KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
431KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
431KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
431KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
4532-,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
470KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
470KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
471KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
471KE,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
471KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
471KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
471KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
471KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
471KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5.0SM,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
511KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
511KE,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
511KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
